PROVINCE / LGU,Distance (km),Distance (mi),2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Laoag,406.94,252.86,-,-,-,-,-,-,-,-,5.4619,6.3259
Laoang,490.86,305,-,-,-,-,-,-,-,-,3.5183,4.4694
Lapinig,531.57,330.3,-,-,-,-,-,-,-,-,3.3734,3.8586
Lapu Lapu,574.74,357.12,-,-,-,-,-,-,-,-,4.2796,6.313
Lapuyan,792.96,492.72,-,-,-,-,-,-,-,-,5.0654,4.1091
Larena,657.89,408.8,-,-,-,-,-,-,-,-,5.4007,4.8068
Las Navas,504.71,313.61,-,-,-,-,-,-,-,-,2.0581,3.1566
Las Nieves,407.88,510.11,-,-,-,-,-,-,-,-,2.6762,2.7518
Las Pinas,13.77,8.56,-,-,-,-,-,-,-,-,3.4506,6.6754
Lasam,393.51,244.52,-,-,-,-,-,-,-,-,3.7856,4.0825
Laua-An,399.53,248.26,-,-,-,-,-,-,-,-,6.5551,6.4651
Laur,113.63,70.61,-,-,-,-,-,-,-,-,2.4064,2.4459
Laurel,60.21,37.42,-,-,-,-,-,-,-,-,2.4903,5.2781
Lavezares,428.18,266.06,-,-,-,-,-,-,-,-,4.5299,6.5241
Lawaan,603.68,375.11,-,-,-,-,-,-,-,-,5.3893,3.058
Lazi,678.36,421.51,-,-,-,-,-,-,-,-,4.4856,4.4941
Lebak,947.47,588.73,-,-,-,-,-,-,-,-,2.7271,6.3628
Leganes,458.26,284.75,-,-,-,-,-,-,-,-,4.5073,6.8204
Legazpi,339.32,210.84,-,-,-,-,-,-,-,-,9.5239,9.9671
Lemery (BS),70.46,43.78,-,-,-,-,-,-,-,-,5.311,5.8599
Lemery (IO),430.38,267.43,-,-,-,-,-,-,-,-,0.1156,0.8024
Leon,451.06,280.28,-,-,-,-,-,-,-,-,4.4454,3.6236
Leyte,591.85,367.76,-,-,-,-,-,-,-,-,4.0436,4.4373
Lezo,521.9,324.29,-,-,-,-,-,-,-,-,4.3734,0.9908
Lian,80.72,50.16,-,-,-,-,-,-,-,-,5.9505,7.8309
Lianga,865.2,537.61,-,-,-,-,-,-,-,-,0.7572,3.773
Libacao,373.81,232.27,-,-,-,-,-,-,-,-,1.3786,2.1695
Libagon,651.29,404.69,-,-,-,-,-,-,-,-,2.7467,3.7501
Libertad (AE),332.53,206.62,-,-,-,-,-,-,-,-,5.1015,6.8468
Libertad (MO),765.6,475.72,-,-,-,-,-,-,-,-,3.1064,3.4205
Libjo,245.71,152.67,-,-,-,-,-,-,-,-,1.0622,2.4437
Libmanan,694.87,431.77,-,-,-,-,-,-,-,-,3.4073,3.4106
Libon,301.62,187.42,-,-,-,-,-,-,-,-,4.425,3.8909
Libona,797.6,495.61,-,-,-,-,-,-,-,-,3.4677,0.7376
Libungan,903.03,561.12,-,-,-,-,-,-,-,-,2.7619,3.4116
Licab,108.84,67.63,-,-,-,-,-,-,-,-,4.4438,4.4945
Licuan-Baay,332.39,206.54,-,-,-,-,-,-,-,-,1.7067,1.8467
Lidlidda,302.96,188.25,-,-,-,-,-,-,-,-,2.6934,5.7131
Ligao,314.29,195.29,-,-,-,-,-,-,-,-,7.5675,8.2609
Lila,651.8,405.01,-,-,-,-,-,-,-,-,4.4169,5.1873
Liliw,71.18,44.23,-,-,-,-,-,-,-,-,4.5122,6.1186
Liloan (CU),570.52,354.5,-,-,-,-,-,-,-,-,7.3931,7.8339
Liloan (SL),668.38,415.31,-,-,-,-,-,-,-,-,2.9248,2.8841
Liloy,741.84,460.96,-,-,-,-,-,-,-,-,5.1721,6.0371
Limasawa,682.44,424.05,-,-,-,-,-,-,-,-,0,1.8334
Limay,40.7,25.29,-,-,-,-,-,-,-,-,5.117,3.7386
Linamon,791.74,491.97,-,-,-,-,-,-,-,-,3.7656,4.0952
Linapacan,363.14,225.65,-,-,-,-,-,-,-,-,0.6867,1.75
Lingayen,178.67,111.02,-,-,-,-,-,-,-,-,5.896,6.005
Lingig,938.73,583.3,-,-,-,-,-,-,-,-,4.3477,5.0534
Lipa,74.64,46.38,-,-,-,-,-,-,-,-,7.9289,9.0525
Llanera,118.87,73.86,-,-,-,-,-,-,-,-,4.5531,5.255
Llorente,607.74,377.63,-,-,-,-,-,-,-,-,2.8167,2.9617
Loay,644.97,400.76,-,-,-,-,-,-,-,-,4.3894,4.4588
Lobo,107.03,66.51,-,-,-,-,-,-,-,-,5.9622,7.5083
Loboc,642.39,399.16,-,-,-,-,-,-,-,-,7.067,4.4533
Looc (OM),124.58,77.41,-,-,-,-,-,-,-,-,2.7143,4.282
Looc (RN),284.45,176.75,-,-,-,-,-,-,-,-,4.255,4.797
Loon,613.75,381.37,-,-,-,-,-,-,-,-,7.0467,7.3295
Lope De Vega,470.81,292.55,-,-,-,-,-,-,-,-,2.7151,2.697
Lopez,158.73,98.63,-,-,-,-,-,-,-,-,6.5692,8.2458
Lopez Jaena,736.36,457.55,-,-,-,-,-,-,-,-,1.8982,5.4497
Loreto (AS),881.18,547.54,-,-,-,-,-,-,-,-,7.4509,7.1673
Loreto (DI),686.95,426.85,-,-,-,-,-,-,-,-,1.7458,1.7433
Los Banos,55.92,34.75,-,-,-,-,-,-,-,-,3.5707,7.0616
Luba,304.3,189.08,-,-,-,-,-,-,-,-,1.7067,1.8334
Lubang,122.01,75.81,-,-,-,-,-,-,-,-,0.718,1.3775
Lubao,56.49,35.1,-,-,-,-,-,-,-,-,5.1206,5.2858
Lubuagan,308.74,191.84,-,-,-,-,-,-,-,-,3.394,2.7319
Lucban,81.32,51.31,-,-,-,-,-,-,-,-,4.1952,7.2562
Lucena,101.44,63.03,-,-,-,-,-,-,-,-,6.5299,7.2309
Lugait,780.52,484.99,-,-,-,-,-,-,-,-,1.1198,4.6755
Lugus,987.64,613.69,-,-,-,-,-,-,-,-,0,0
Luisiana,72.57,45.09,-,-,-,-,-,-,-,-,3.787,2.2017
Lumba-Bayabao,840.46,522.23,-,-,-,-,-,-,-,-,0.6667,2.3384
Lumbaca-Unayan,840.06,521.99,-,-,-,-,-,-,-,-,0,0
Lumban,61.04,37.93,-,-,-,-,-,-,-,-,0.1877,4.0278
Lumbatan,836.08,519.52,-,-,-,-,-,-,-,-,2.0372,0.0036
Lumbayanague,838.06,520.75,-,-,-,-,-,-,-,-,0.6884,0.6895
Luna (AO),417.69,259.54,-,-,-,-,-,-,-,-,4.4241,5.1519
Luna (IA),276.12,171.58,-,-,-,-,-,-,-,-,4.6701,6.7077
Luna (LU),259.05,160.97,-,-,-,-,-,-,-,-,1.7856,2.6329
Lupao,144.19,89.6,-,-,-,-,-,-,-,-,4.0201,5.3995
Lupi,223.18,138.68,-,-,-,-,-,-,-,-,5.7923,6.5197
Lupon,1017.29,632.12,-,-,-,-,-,-,-,-,5.3909,7.3198
Lutayan,986.22,612.81,-,-,-,-,-,-,-,-,0.6857,1.6881
Luuk,958.68,595.69,-,-,-,-,-,-,-,-,1.087,0.7319
Ma-Ayon,405.43,251.92,-,-,-,-,-,-,-,-,2.751,2.9063
Maasim,1064.81,661.64,-,-,-,-,-,-,-,-,3.7247,4.6795
Maasin (IO),650.31,404.08,-,-,-,-,-,-,-,-,1.7319,2.7537
Maasin (SL),650.41,404.15,-,-,-,-,-,-,-,-,3.3537,3.452
Mabalacat,83.22,51.71,-,-,-,-,-,-,-,-,4.5546,3.7697
Mabinay,580.05,360.43,-,-,-,-,-,-,-,-,6.446,5.0842
Mabini (BL),652,405.13,-,-,-,-,-,-,-,-,2.087,2.0588
Mabini (BS),93.61,58.17,-,-,-,-,-,-,-,-,4.0413,6.5632
Mabini (CV),969.52,602.43,-,-,-,-,-,-,-,-,2.3621,1.7703
Mabini (PS),197.9,122.97,-,-,-,-,-,-,-,-,0.7754,0.7828
Mabitac,51.53,32.02,-,-,-,-,-,-,-,-,0.7834,1.8782
Mabuhay,825.44,512.9,-,-,-,-,-,-,-,-,2.4588,2.4875
Macabebe,45.76,28.43,-,-,-,-,-,-,-,-,4.3653,5.1846
Macalelon,156.15,97.02,-,-,-,-,-,-,-,-,2.1109,3.6931
Macarthur,604.38,375.54,-,-,-,-,-,-,-,-,2.6648,1.6515
Maco,963.83,598.9,-,-,-,-,-,-,-,-,4.4242,4.5097
Maconacon,340.01,211.27,-,-,-,-,-,-,-,-,1.3551,0.0456
Macrohon,660.74,410.56,-,-,-,-,-,-,-,-,3.4856,3.5016
Madalag,369.25,229.44,-,-,-,-,-,-,-,-,0.0435,0.7102
Madalum,819.87,509.45,-,-,-,-,-,-,-,-,0.0218,0.6939
Madamba,824.09,512.06,-,-,-,-,-,-,-,-,2.6884,0.6884
Maddela,209.84,130.39,-,-,-,-,-,-,-,-,4.6473,4.2818
Madrid,804.04,499.6,-,-,-,-,-,-,-,-,0.7491,0.7319
Madridejos,473.29,294.09,-,-,-,-,-,-,-,-,1.8044,2.1205
Magalang,77.38,48.08,-,-,-,-,-,-,-,-,5.2062,5.4142
Magallanes (AN),792.78,492.61,-,-,-,-,-,-,-,-,4.5073,3.4204
Magallanes (CE),50.72,31.52,-,-,-,-,-,-,-,-,6.7234,4.944
Magallanes (SO),366.31,227.61,-,-,-,-,-,-,-,-,2.4036,2.4071
Magarao,259.9,161.49,-,-,-,-,-,-,-,-,1,3.749
Magdalena,64.09,39.82,-,-,-,-,-,-,-,-,4.141,4.6474
Magdiwang,285.94,177.68,-,-,-,-,-,-,-,-,-,0.1843
Magpet,946.91,588.39,-,-,-,-,-,-,-,-,4.392,4.0863
Magsaysay (DS),935.86,581.52,-,-,-,-,-,-,-,-,5.1332,8.6186
Magsaysay (LN),796.65,495.02,-,-,-,-,-,-,-,-,0.7071,4.2699
Magsaysay (MO),770.73,478.91,-,-,-,-,-,-,-,-,6.655,7.5621
Magsaysay (OM),252.17,770.73,-,-,-,-,-,-,-,-,5.0468,4.4973
Magsaysay (PN),415.61,258.25,-,-,-,-,-,-,-,-,1.0324,2
Magsingal,350.28,217.66,-,-,-,-,-,-,-,-,3.6672,4.0721
Maguing,846.37,525.91,-,-,-,-,-,-,-,-,0.0039,0.034
Mahaplag,620.51,385.57,-,-,-,-,-,-,-,-,3.1305,3.8342
Mahatao,656.81,408.12,-,-,-,-,-,-,-,-,1.0789,1.9178
Mahayag,765.51,475.66,-,-,-,-,-,-,-,-,4.466,1.7882
Mahinog,732.39,455.09,-,-,-,-,-,-,-,-,4.2985,4.7398
Maigo,784.73,487.61,-,-,-,-,-,-,-,-,5.7965,4.2742
Maimbung,959.6,596.27,-,-,-,-,-,-,-,-,1.7067,1.751
Mainit,747.8,464.66,-,-,-,-,-,-,-,-,4.5902,5.0648
Maitum,1022.86,635.57,-,-,-,-,-,-,-,-,5.1911,4.414
Majayjay,72.16,44.84,-,-,-,-,-,-,-,-,3.0112,4.4266
Makati,5.72,3.55,-,-,-,-,-,-,-,-,8.2053,8.9417
Makato,349.89,217.41,-,-,-,-,-,-,-,-,5.3769,4.4284
Makilala,958.78,595.76,-,-,-,-,-,-,-,-,6.561,7.5281
Malabang,844.25,524.59,-,-,-,-,-,-,-,-,1.3986,0.7537
Malabon,11.8,7.33,-,-,-,-,-,-,-,-,6.4087,7.1023
Malabuyoc,604.79,375.8,-,-,-,-,-,-,-,-,2.5425,3.0786
Malalag,1013.36,629.67,-,-,-,-,-,-,-,-,3.752,4.8038
Malangas,804.4,499.83,-,-,-,-,-,-,-,-,2.4132,5.0766
Malapatan,1067.3,663.19,-,-,-,-,-,-,-,-,3.4203,4.479
Malasiqui,160.43,99.69,-,-,-,-,-,-,-,-,2.0596,5.5233
Malay,314.43,195.38,-,-,-,-,-,-,-,-,5.1861,7.8054
Malaybalay,845.97,525.66,-,-,-,-,-,-,-,-,6.5752,6.7002
Malibcong,331.68,206.09,-,-,-,-,-,-,-,-,7.3738,6.6104
Malilipot,329.73,204.88,-,-,-,-,-,-,-,-,0.0504,1.7971
Malimono,732.15,454.94,-,-,-,-,-,-,-,-,1.9239,2.0413
Malinao (AK),358.46,222.74,-,-,-,-,-,-,-,-,2.3907,4.577
Malinao (AY),323.54,201.04,-,-,-,-,-,-,-,-,2.7754,2.8312
Malita,1039.62,645.99,-,-,-,-,-,-,-,-,7.2453,5.5049
Malitbog (BK),796.82,495.12,-,-,-,-,-,-,-,-,0.6868,2.3534
Malitbog (SL),659.07,409.53,-,-,-,-,-,-,-,-,0,2.7319
Malolos,36.36,22.59,-,-,-,-,-,-,-,-,5.4465,8.6849
Malungon,1026.03,637.54,-,-,-,-,-,-,-,-,5.3756,8.0822
Maluso,988.9,558.55,-,-,-,-,-,-,-,-,1.8114,3.0215
Malvar,64.96,40.36,-,-,-,-,-,-,-,-,5.1769,6.5427
Mamasapano,933.36,579.96,-,-,-,-,-,-,-,-,0.9013,1.8299
Mambajao,718.1,446.21,-,-,-,-,-,-,-,-,4.2232,6.0579
Mamburao,161.46,100.33,-,-,-,-,-,-,-,-,4.4837,5.1517
Mambusao,392.24,243.72,-,-,-,-,-,-,-,-,3.2852,2.8268
Manabo,319.06,198.25,-,-,-,-,-,-,-,-,1.6538,5.0546
Manaoag,170.72,106.08,-,-,-,-,-,-,-,-,2.6059,2.9028
Manapla,466.35,289.77,-,-,-,-,-,-,-,-,3.3446,3.3661
Manay,1020.06,633.84,-,-,-,-,-,-,-,-,4.4821,5.0267
Mandaluyong,6.61,4.11,-,-,-,-,-,-,-,-,7.9796,7.8531
Mandaon,361.97,224.92,-,-,-,-,-,-,-,-,3.6827,4.0484
Mandaue,572.24,355.57,-,-,-,-,-,-,-,-,7.4996,7.6413
Mangaldan,176.06,109.4,-,-,-,-,-,-,-,-,7.2778,8.5578
Mangatarem,152.98,95.06,-,-,-,-,-,-,-,-,3.7783,5.658
Mangudadatu,971.23,603.49,-,-,-,-,-,-,-,-,2.3567,7.1188
Manila,-,-,-,-,-,-,-,-,-,-,11.5876,11.5893
Manito,352.98,219.33,-,-,-,-,-,-,-,-,1.0452,0.7109
Manjuyod,594.13,369.18,-,-,-,-,-,-,-,-,2.3869,0.7169
Mankayan,253.71,157.65,-,-,-,-,-,-,-,-,3.681,3.7992
Manolo Fortich,809.66,503.1,-,-,-,-,-,-,-,-,5.1595,7.9908
Mansalay,234.73,145.86,-,-,-,-,-,-,-,-,1.692,1.7659
Manticao,776.05,482.21,-,-,-,-,-,-,-,-,3.8981,6.3654
Manukan,713.05,443.07,-,-,-,-,-,-,-,-,2.4977,4.4866
Mapanas,518.58,322.23,-,-,-,-,-,-,-,-,2.3734,2.9015
Mapandan,170.05,105.67,-,-,-,-,-,-,-,-,3.5405,3.651
Mapun,884.34,549.51,-,-,-,-,-,-,-,-,1.7635,2.0659
Marabut,590.3,366.8,-,-,-,-,-,-,-,-,2.3734,2.6006
Maragondon,42.9,26.66,-,-,-,-,-,-,-,-,4.732,5.5199
Maragusan,983.92,611.38,-,-,-,-,-,-,-,-,7.0857,6.4484
Maramag,876.48,544.62,-,-,-,-,-,-,-,-,7.7254,8.0517
Marantao,818.06,508.32,-,-,-,-,-,-,-,-,3.0268,3.0251
Marawi,815.86,506.95,-,-,-,-,-,-,-,-,4.543,5.4685
Marcos,384.78,239.09,-,-,-,-,-,-,-,-,1.3769,2.6871
Margosatubig,815.77,506.89,-,-,-,-,-,-,-,-,4.4569,0.1602
Maria,384.78,239.09,-,-,-,-,-,-,-,-,1.8967,2.8467
Maria Aurora,145.39,90.34,-,-,-,-,-,-,-,-,4.4041,4.622
Maribojoc,621.96,386.47,-,-,-,-,-,-,-,-,7.1089,6.3195
Marihatag,864.13,536.95,-,-,-,-,-,-,-,-,4.3986,4.4065
Marikina,15.85,9.85,-,-,-,-,-,-,-,-,6.4776,6.9153
Marilao,19.98,12.42,-,-,-,-,-,-,-,-,5.9578,8.0068
Maripipi,477.65,296.8,-,-,-,-,-,-,-,-,3.8734,2.8334
Mariveles,54.87,34.09,-,-,-,-,-,-,-,-,4.2553,7.7412
Marogong,840.34,522.16,-,-,-,-,-,-,-,-,3.3349,0.6667
Masantol,44.75,27.81,-,-,-,-,-,-,-,-,5.7321,5.7017
Masbate,376.53,233.96,-,-,-,-,-,-,-,-,4.3665,4.3459
Masinloc,153.14,95.16,-,-,-,-,-,-,-,-,3.8333,6.5251
Masiu,837.36,520.31,-,-,-,-,-,-,-,-,1.7067,3.75
Maslog,530.58,329.69,-,-,-,-,-,-,-,-,0.6871,2.7855
Mataasnakahoy,72.19,44.86,-,-,-,-,-,-,-,-,2.8703,4.5587
Matag-Ob,538.26,334.46,-,-,-,-,-,-,-,-,0.7102,4.0871
Matalam,937.38,582.46,-,-,-,-,-,-,-,-,3.0202,5.6954
Matalom,632.53,393.04,-,-,-,-,-,-,-,-,3.5254,2.7537
Matanao,988.47,614.21,-,-,-,-,-,-,-,-,5.118,4.2559
Matanog,868.47,539.64,-,-,-,-,-,-,-,-,1.7319,0.7537
Mati,"1,023.64",636.06,-,-,-,-,-,-,-,-,7.2281,9.097
Matnog,405.02,251.66,-,-,-,-,-,-,-,-,3.8423,2.1385
Matuguinao,502.42,312.19,-,-,-,-,-,-,-,-,0.7764,2.9915
Matungao,796.99,495.23,-,-,-,-,-,-,-,-,1.7667,2.0834
Mauban,96.93,60.23,-,-,-,-,-,-,-,-,4.4742,6.9357
Mawab,953.71,592.61,-,-,-,-,-,-,-,-,5.4188,5.6536
Mayantoc,131.02,81.41,-,-,-,-,-,-,-,-,3.7332,4.1832
Maydolong,598.23,371.72,-,-,-,-,-,-,-,-,5.0443,5.1588
Mayorga,599.83,372.72,-,-,-,-,-,-,-,-,1.7067,0.9167
Mayoyao,267.12,165.98,-,-,-,-,-,-,-,-,5.7319,5.7399
Medellin,503.65,312.95,-,-,-,-,-,-,-,-,5.095,3.7714
Medina,770.47,478.75,-,-,-,-,-,-,-,-,3.804,4.3572
Mendez,52.29,32.49,-,-,-,-,-,-,-,-,3.9836,4.2617
Mercedes,226.02,140.45,-,-,-,-,-,-,-,-,5.264,4.3915
Mercedes (ES),644.17,400.27,-,-,-,-,-,-,-,-,1.7067,0.9831
Merida,561.75,349.06,-,-,-,-,-,-,-,-,3.7067,3.1
Mexico,58.88,36.58,-,-,-,-,-,-,-,-,3.7901,3.8224
Meycauayan,19.93,12.38,-,-,-,-,-,-,-,-,7.8068,8.0866
Miag-ao,460.49,286.13,-,-,-,-,-,-,-,-,4.652,6.7665
Midsalip,771.37,479.31,-,-,-,-,-,-,-,-,4.3838,5.422
Midsayap,909.22,564.96,-,-,-,-,-,-,-,-,7.0807,10.1064
Milagros,380.99,236.73,-,-,-,-,-,-,-,-,2.6762,3.8303
Milaor,261.45,162.46,-,-,-,-,-,-,-,-,2.7356,2.4284
Mina,442.97,275.25,-,-,-,-,-,-,-,-,7.2752,7.8347
Minalabac,263.46,163.71,-,-,-,-,-,-,-,-,3.7124,4.0097
Minalin,50.38,31.3,-,-,-,-,-,-,-,-,2.9602,3.9436
Minglanilla,572.73,355.88,-,-,-,-,-,-,-,-,3.8484,4.254
Mlang,951.92,591.49,-,-,-,-,-,-,-,-,5.1396,5.7781
Moalboal,579.28,359.95,-,-,-,-,-,-,-,-,4.8442,2.7886
Mobo,382.67,237.78,-,-,-,-,-,-,-,-,3.7418,4.3934
Mogpog,155.93,96.89,-,-,-,-,-,-,-,-,7.2587,5.3061
Moises Padilla,527.61,327.84,-,-,-,-,-,-,-,-,5.7102,2.8167
Molave,772.34,479.91,-,-,-,-,-,-,-,-,4.4536,4.6187
Moncada,133.71,83.08,-,-,-,-,-,-,-,-,6.3833,6.3906
Mondragon,469.5,291.73,-,-,-,-,-,-,-,-,2.7319,2.7763
Monreal,362.85,225.47,-,-,-,-,-,-,-,-,3.7319,4.3772
Montevista,76.57,47.58,-,-,-,-,-,-,-,-,2.6143,3.2018
Morong (BN),29.85,18.55,-,-,-,-,-,-,-,-,8.0012,7.6257
Morong (RL),940.16,584.19,-,-,-,-,-,-,-,-,7.5941,9.4971
Motiong,535.61,332.81,-,-,-,-,-,-,-,-,0.7995,3.7157
Mulanay,193.99,120.54,-,-,-,-,-,-,-,-,6.3917,7.2049
Mulondo,826.53,513.58,-,-,-,-,-,-,-,-,0.0217,0.6909
Munai,804.71,500.02,-,-,-,-,-,-,-,-,0.0435,1.7102
Muntinlupa,19.13,11.89,-,-,-,-,-,-,-,-,8.2437,10.0687
Murcia,497,308.82,-,-,-,-,-,-,-,-,0.213,2.3975
Mutia,747.67,464.58,-,-,-,-,-,-,-,-,3.7067,5.412
Naawan,773.21,480.45,-,-,-,-,-,-,-,-,4.0305,4.2885
Nabas,321.92,200.03,-,-,-,-,-,-,-,-,2.6157,5.0963
Nabua,289.85,180.1,-,-,-,-,-,-,-,-,3.2399,3.336
Nabunturan,948.22,589.19,-,-,-,-,-,-,-,-,7.3284,7.7321
Naga (CS),266.6,165.66,-,-,-,-,-,-,-,-,10.8133,10.5578
Naga (CU),573.75,356.51,-,-,-,-,-,-,-,-,4.8607,4.4373
Naga (ZS),779.03,484.07,-,-,-,-,-,-,-,-,2.5183,4.49
Nagbukel,320.59,199.2,-,-,-,-,-,-,-,-,1.8311,1.7856
Nagcarlan,69,42.88,-,-,-,-,-,-,-,-,5.1176,4.2692
Nagtipunan,194.85,121.07,-,-,-,-,-,-,-,-,4.0793,6.4452
Naguilian (IA),285.41,177.34,-,-,-,-,-,-,-,-,4.5237,5.2588
Naguilian (LU),224.07,139.23,-,-,-,-,-,-,-,-,5.1182,7.2672
Naic,36.56,22.72,-,-,-,-,-,-,-,-,2.9896,3.9826
Nampicuan,133.13,82.72,-,-,-,-,-,-,-,-,2.3029,1.7537
Narra,653.74,406.22,-,-,-,-,-,-,-,-,2.0215,3.8291
Narvacan,319.86,198.75,-,-,-,-,-,-,-,-,5.4464,5.5702
Nasipit,782.8,486.41,-,-,-,-,-,-,-,-,3.2173,3.8956
Nasugbu,66.98,41.62,-,-,-,-,-,-,-,-,3.8356,3.7839
Natividad,162.15,100.75,-,-,-,-,-,-,-,-,4.6477,5.5189
Natonin,279.23,173.51,-,-,-,-,-,-,-,-,1.8078,2.8237
Naujan,144.34,89.69,-,-,-,-,-,-,-,-,4.4235,4.727
Naval,499.94,310.65,-,-,-,-,-,-,-,-,5.3968,5.1567
Navotas,8.92,5.54,-,-,-,-,-,-,-,-,7.2704,6.3541
New Bataan,963.33,598.58,-,-,-,-,-,-,-,-,2.7191,3.4056
New Corella,938.93,583.43,-,-,-,-,-,-,-,-,1.4204,6.4175
New Lucena,447.59,278.12,-,-,-,-,-,-,-,-,4.4204,6.5065
New Washington,363.88,226.1,-,-,-,-,-,-,-,-,4.5332,2.8647
Norala,981.39,609.81,-,-,-,-,-,-,-,-,4.5159,6.2675
Northern Kabuntalan,901.9,560.42,-,-,-,-,-,-,-,-,1.3534,1.4167
Norzagaray,37.35,23.21,-,-,-,-,-,-,-,-,3.8542,4.4736
Noveleta,19.93,12.39,-,-,-,-,-,-,-,-,2.1917,5.923
Nueva Era,372.03,231.17,-,-,-,-,-,-,-,-,1.8646,0.9716
Nueva Valencia,482.59,299.87,-,-,-,-,-,-,-,-,4.5062,6.4809
Numancia,352.08,218.77,-,-,-,-,-,-,-,-,2.8561,2.9051
Nunungan,820.17,509.63,-,-,-,-,-,-,-,-,2.4856,2.3359
Oas,309.9,192.57,-,-,-,-,-,-,-,-,1.7654,1.9793
Obando,15.16,9.42,-,-,-,-,-,-,-,-,3.4315,7.4127
Ocampo,283.17,175.95,-,-,-,-,-,-,-,-,4.5484,1.8333
Odiongan,266.02,165.3,-,-,-,-,-,-,-,-,6.2808,7.2733
Old Panamao,957.9,595.21,-,-,-,-,-,-,-,-,0.0217,0.7102
Olongapo,79.09,49.14,-,-,-,-,-,-,-,-,5.5383,6.642
Olutanga,826.5,513.56,-,-,-,-,-,-,-,-,1.7102,2.3136
Omar,954.53,593.12,-,-,-,-,-,-,-,-,2.0201,0.7717
Opol,781,485.29,-,-,-,-,-,-,-,-,5.0628,4.5491
Orani,52.1,32.37,-,-,-,-,-,-,-,-,5.9469,6.9367
Oras,554.04,344.27,-,-,-,-,-,-,-,-,-,2.823
Orion,42.56,26.44,-,-,-,-,-,-,-,-,5.0345,7.3276
Ormoc,558.75,347.19,-,-,-,-,-,-,-,-,5.2166,7.4547
Oroquieta,742.38,461.29,-,-,-,-,-,-,-,-,4.9973,7.2987
Oslob,622.95,387.09,-,-,-,-,-,-,-,-,3.5119,2.8529
Oton,462.37,287.3,-,-,-,-,-,-,-,-,5.7479,5.2079
Ozamiz,782.34,486.12,-,-,-,-,-,-,-,-,2.6531,2.5867
Padada,1002.17,622.72,-,-,-,-,-,-,-,-,4.6294,3.9493
Padre Burgos (QN),118.12,73.39,-,-,-,-,-,-,-,-,3.913,4.0634
Padre Burgos (SL),671.32,417.14,-,-,-,-,-,-,-,-,2,3.1667
Padre Garcia,82.5,51.27,-,-,-,-,-,-,-,-,2.3934,3.7829
Paete,59.69,37.09,-,-,-,-,-,-,-,-,6.4355,6.9597
Pagadian,797.54,495.57,-,-,-,-,-,-,-,-,4.1967,5.4804
Pagagawan,938.54,583.18,-,-,-,-,-,-,-,-,2.0134,1.8482
Pagalungan,928.88,577.18,-,-,-,-,-,-,-,-,3.6764,7.1257
Pagayawan,829.11,515.19,-,-,-,-,-,-,-,-,1.3334,1.419
Pagbilao,102.74,63.84,-,-,-,-,-,-,-,-,4.1892,6.6814
Paglat,959.84,596.42,-,-,-,-,-,-,-,-,0.0463,2.6968
Pagsanghan,500.84,311.21,-,-,-,-,-,-,-,-,0.727,0.8972
Pagsanjan,62.18,38.64,-,-,-,-,-,-,-,-,4.8371,8.3166
Pagudpud,443.07,275.31,-,-,-,-,-,-,-,-,5.6553,6.034
Pakil,58.69,36.47,-,-,-,-,-,-,-,-,2.7778,4.9708
Palanan,316.69,196.78,-,-,-,-,-,-,-,-,3.3482,3.3497
Palanas,418.5,260.05,-,-,-,-,-,-,-,-,2.3769,1.7399
Palapag,501.5,311.61,-,-,-,-,-,-,-,-,0.7805,1.39
Palauig,148.6,92.33,-,-,-,-,-,-,-,-,2.8282,2.8881
Palayan,107.64,66.89,-,-,-,-,-,-,-,-,5.2215,5.9839
Palimbang,979.96,608.92,-,-,-,-,-,-,-,-,0.6917,3.3801
Palo,579.23,359.92,-,-,-,-,-,-,-,-,5.5751,4.7561
Palompon,539.27,335.08,-,-,-,-,-,-,-,-,7.1294,4.1969
Paluan,141.01,87.62,-,-,-,-,-,-,-,-,0.7102,0.7102
Pambujan,482.67,299.92,-,-,-,-,-,-,-,-,3.502,4.4983
Pamplona (CG),432.05,268.46,-,-,-,-,-,-,-,-,2.8841,3.8624
Pamplona (CS),253.48,157.51,-,-,-,-,-,-,-,-,1.9972,4.4066
Pamplona (NR),615.32,382.34,-,-,-,-,-,-,-,-,3.4421,2.8767
Panabo,958.31,595.47,-,-,-,-,-,-,-,-,5.4033,8.1087
Panaon,758.62,471.38,-,-,-,-,-,-,-,-,5.1135,5.0926
Panay,390.07,242.38,-,-,-,-,-,-,-,-,3.3769,5.2484
Pandag,968.57,601.84,-,-,-,-,-,-,-,-,0.6667,0.75
Pandami,1006.59,625.47,-,-,-,-,-,-,-,-,0,0
Pandan (AE),342.05,212.54,-,-,-,-,-,-,-,-,6.4551,5.337
Pandan (CT),349.89,217.41,-,-,-,-,-,-,-,-,1.7586,1.804
Pandi,29.94,18.6,-,-,-,-,-,-,-,-,2.7822,6.7737
Panganiban,366.28,227.59,-,-,-,-,-,-,-,-,2.0537,2.5758
Pangantucan,860.12,534.45,-,-,-,-,-,-,-,-,1.3458,1.3586
Pangil,56.76,35.27,-,-,-,-,-,-,-,-,1.8839,0.9228
Panglao,631.17,392.19,-,-,-,-,-,-,-,-,6.9557,6.0837
Panglima Estino,957.41,594.9,-,-,-,-,-,-,-,-,0,0.1667
